temperature_c,rainfall_mm,humidity_percent,solar_radiation_w_m2,soil_nutrients_index,soil_moisture_percent,soil_ph,organic_matter_percent,electrical_conductivity_ds_m,soil_type,area_type,crop_yield_ton_per_hectare
26.17,2428.12,63.36,222.92,61.41,37.66,7.03,2.26,0.91,sandy,riverine,2.82
30.83,1320.57,79.66,227.77,77.1,50.0,5.77,2.44,0.1,peat,tropical,1.72
28.39,1066.17,100.0,179.4,66.27,30.96,6.62,2.27,2.01,silt,riverine,1.41
19.48,1403.2,97.98,247.5,76.19,18.85,7.73,3.8,0.82,loam,hilly,2.19
33.73,1143.3,79.0,248.58,41.2,32.82,5.5,2.71,0.48,peat,coastal,1.19
37.02,39.61,37.6,296.73,103.8,54.64,6.06,3.96,1.12,sandy,arid,1.92
30.39,2758.28,80.31,231.14,65.08,50.34,7.12,2.89,1.39,clay,tropical,2.8
23.89,356.15,61.24,273.13,66.68,19.16,6.18,4.33,1.33,silt,inland,1.6
27.39,485.22,69.59,291.95,65.66,33.66,6.95,3.5,2.07,sandy,inland,1.93
35.71,435.93,57.18,348.9,49.15,5.0,7.83,2.26,2.13,peat,arid,1.25
34.01,1648.1,75.57,184.83,45.11,30.15,7.48,4.31,1.24,peat,tropical,1.39
25.5,2254.73,96.43,247.5,78.3,18.8,7.87,4.02,1.0,clay,coastal,2.87
26.83,1819.17,84.25,262.84,42.88,36.19,7.26,4.17,1.32,chalk,tropical,1.9
30.4,2245.02,79.73,194.14,64.46,40.08,6.79,4.96,1.04,loam,coastal,2.81
32.38,2128.7,89.37,226.55,48.83,30.43,5.12,2.07,0.76,clay,tropical,1.17
24.85,881.76,64.78,291.23,77.64,29.41,6.34,3.08,1.54,chalk,inland,1.77
24.34,1042.19,58.07,184.11,45.65,19.32,6.6,4.06,1.37,chalk,hilly,0.98
29.95,1109.01,74.0,259.98,48.6,58.03,6.76,2.25,1.52,sandy,riverine,0.9
31.22,181.13,30.56,303.67,64.79,49.03,5.6,4.91,1.13,peat,arid,1.5
31.84,1648.97,73.86,227.9,45.28,41.31,5.09,3.89,1.4,peat,coastal,1.1
17.1,1781.56,63.64,156.81,53.99,57.39,6.4,1.31,1.36,silt,hilly,2.02
26.86,1608.73,91.21,198.38,61.84,31.44,8.19,4.48,1.53,chalk,coastal,1.56
29.52,306.32,33.04,291.64,61.69,37.41,5.58,4.13,2.06,sandy,arid,1.7
17.32,940.64,61.91,208.71,62.98,23.64,6.07,5.71,1.75,peat,hilly,1.44
20.22,1511.54,74.94,265.21,95.99,22.1,6.07,4.58,0.8,peat,hilly,2.45
29.44,1752.91,79.84,240.1,71.88,37.67,6.61,2.9,0.88,sandy,riverine,2.45
28.43,1332.27,67.87,253.04,26.73,20.28,5.53,3.69,1.13,sandy,riverine,0.5
33.15,180.56,33.05,316.69,88.23,17.09,5.09,2.19,1.55,loam,arid,2.14
27.71,353.22,33.89,224.32,72.6,53.48,6.64,6.17,1.28,clay,arid,1.79
27.38,2057.36,84.67,213.05,53.98,51.29,6.3,5.26,1.2,peat,coastal,1.52
25.77,1437.94,80.92,220.77,70.16,33.63,7.19,3.38,0.27,sandy,hilly,2.53
35.05,431.94,27.6,272.58,20.88,37.86,6.64,6.33,1.69,loam,arid,0.87
26.27,1078.24,76.31,210.65,85.72,49.82,5.59,2.92,0.91,silt,riverine,2.21
30.64,1628.38,80.73,121.5,50.97,25.22,6.79,3.73,0.23,clay,coastal,1.66
26.54,1934.62,78.29,229.1,32.74,46.48,5.93,4.33,0.28,loam,tropical,1.28
29.53,1861.99,71.22,173.92,41.68,49.37,5.56,1.28,1.58,sandy,riverine,1.96
39.16,157.28,39.44,214.75,29.37,38.34,5.1,1.23,1.86,clay,arid,0.51
28.86,1825.13,70.3,210.36,26.07,28.74,6.42,2.4,0.99,sandy,riverine,1.48
18.94,2378.52,73.49,181.91,67.43,47.04,6.55,2.0,0.54,sandy,riverine,2.98
17.06,827.96,67.0,237.62,28.33,44.59,6.75,2.34,0.75,sandy,hilly,1.28
29.14,2574.65,74.91,189.32,35.49,52.08,6.67,1.74,1.09,silt,tropical,3.12
34.13,184.88,49.8,308.63,19.79,27.73,4.99,3.57,1.41,chalk,arid,1.58
22.48,1430.31,55.9,207.7,27.3,55.65,6.77,4.15,2.07,clay,inland,2.39
21.42,1671.13,69.95,140.62,54.31,19.42,6.63,5.53,1.45,silt,hilly,2.29
28.07,1629.19,81.4,158.1,15.45,49.15,6.91,3.7,0.36,chalk,riverine,1.53
23.74,1580.23,71.84,231.34,79.7,43.19,4.5,3.85,0.78,chalk,hilly,2.14
26.11,1713.55,74.39,188.21,65.05,55.13,7.26,5.01,1.3,clay,coastal,2.24
26.1,521.43,57.03,257.24,39.97,46.17,5.94,2.98,1.28,peat,inland,1.63
31.7,197.48,43.64,278.25,59.11,32.16,6.08,1.33,1.52,loam,arid,1.65
26.92,1126.5,57.43,292.24,74.68,45.99,7.9,1.6,1.31,chalk,inland,2.2
24.56,846.23,74.37,231.6,41.89,29.55,4.91,3.49,1.32,clay,riverine,1.84
27.46,107.59,27.51,312.39,64.74,36.41,5.05,3.99,0.53,clay,arid,2.5
31.83,2069.35,99.51,206.92,62.66,34.71,7.32,2.24,1.87,sandy,coastal,2.62
29.7,1925.08,75.29,202.57,96.2,45.83,5.98,5.24,1.25,loam,riverine,2.8
28.4,2041.08,75.3,198.57,53.06,36.38,6.31,4.93,2.03,peat,riverine,2.27
30.95,958.43,75.53,213.79,77.68,38.81,7.48,3.23,1.43,silt,tropical,1.96
21.66,1279.36,59.18,283.3,71.7,29.76,7.41,1.48,0.31,silt,inland,2.14
24.61,1510.13,84.97,257.33,40.16,27.32,4.5,3.29,0.94,sandy,hilly,2.15
35.93,267.65,39.83,327.96,67.08,19.34,5.99,0.65,1.16,loam,arid,0.91
27.04,1157.09,55.46,251.34,71.89,31.4,5.59,6.54,1.31,clay,inland,2.47
31.64,246.59,52.34,255.87,35.12,29.31,7.21,1.74,0.67,loam,arid,0.77
25.63,1157.95,60.97,303.7,78.97,34.8,6.97,3.94,0.55,chalk,inland,2.35
20.65,1456.3,75.73,240.58,71.07,55.22,7.2,4.68,1.27,chalk,hilly,2.03
34.83,288.79,22.82,287.44,10.0,28.86,6.6,4.35,0.91,sandy,arid,0.7
29.53,197.01,32.4,319.36,56.73,41.1,6.85,3.95,1.4,loam,arid,0.5
28.82,2423.29,87.99,254.5,51.24,31.2,8.5,5.35,1.41,peat,tropical,2.59
28.86,1950.87,71.09,260.68,36.41,40.26,6.45,4.79,1.17,loam,coastal,2.09
23.39,363.77,62.44,262.04,80.45,37.22,7.43,3.43,1.64,silt,inland,2.49
13.71,1891.65,63.2,215.7,25.54,47.85,6.47,3.39,0.72,silt,hilly,1.24
35.0,2379.98,80.56,222.73,57.67,52.08,6.24,2.78,1.53,peat,tropical,2.7
29.87,2094.29,85.6,273.0,71.8,24.27,4.98,2.36,0.25,loam,tropical,3.06
26.09,2024.13,81.18,142.74,47.15,13.91,6.23,3.67,1.18,silt,coastal,1.67
15.16,1533.58,71.98,184.2,64.14,24.75,6.31,2.99,1.23,loam,hilly,1.61
33.31,2427.78,71.36,234.54,95.78,29.5,5.63,4.93,1.09,loam,riverine,2.94
23.71,1030.34,63.74,252.37,61.36,41.48,7.33,3.6,1.95,loam,inland,2.45
28.69,38.77,37.08,347.17,89.47,23.25,6.58,2.35,0.9,clay,arid,1.9
27.24,1948.68,76.86,224.41,86.79,27.83,6.06,1.69,0.38,clay,coastal,3.47
42.48,202.32,55.83,343.93,20.16,44.66,5.61,2.62,1.6,clay,arid,0.86
26.32,2358.72,72.93,196.74,93.6,21.82,5.89,4.57,1.53,silt,tropical,2.3
35.39,213.3,41.9,238.68,55.43,17.73,6.07,2.06,1.91,peat,arid,0.59
26.52,578.85,57.93,386.78,60.93,38.81,5.93,1.68,0.76,chalk,inland,1.63
24.59,1774.62,82.39,176.66,35.72,36.44,7.35,4.59,1.82,clay,riverine,1.14
23.27,993.4,60.18,213.97,74.87,22.45,4.97,2.18,0.4,clay,inland,1.91
28.87,1553.91,70.83,196.28,50.99,40.87,7.41,2.1,1.18,chalk,riverine,1.26
36.9,220.93,26.7,244.8,65.31,20.22,6.29,1.64,1.59,peat,arid,1.41
30.57,149.31,22.22,284.35,67.11,48.99,6.47,4.99,0.41,loam,arid,1.33
23.44,2171.72,89.94,277.95,73.48,35.54,6.55,0.5,1.48,loam,coastal,2.34
27.47,2114.68,81.95,233.33,62.93,37.73,6.1,2.08,0.96,clay,riverine,1.82
29.15,550.11,69.5,260.65,74.79,43.37,5.49,0.5,1.37,peat,inland,1.53
30.47,142.3,33.03,280.17,66.73,14.98,6.87,2.81,1.47,sandy,arid,0.77
20.89,1391.82,92.56,196.17,83.18,30.32,7.39,3.68,1.83,chalk,hilly,2.99
26.26,1965.2,69.2,237.94,103.72,32.38,6.45,1.41,1.2,peat,coastal,3.01
27.2,1752.82,61.51,193.42,57.06,32.45,5.76,4.4,0.65,clay,coastal,1.99
26.86,1527.81,54.84,145.46,62.27,33.06,6.75,2.61,1.44,sandy,coastal,2.32
25.01,1989.51,90.18,198.39,50.59,33.51,6.4,3.35,0.76,loam,coastal,2.32
21.51,1234.35,86.4,220.31,10.0,30.24,4.5,4.75,1.6,peat,riverine,1.0
24.31,1918.91,80.85,212.78,58.96,48.6,5.86,1.94,0.76,loam,riverine,2.59
25.55,281.85,28.91,305.83,72.76,31.96,6.85,2.91,1.03,peat,arid,1.83
27.58,2552.17,81.3,227.33,27.95,35.97,6.14,3.18,0.33,loam,tropical,1.81
16.34,1115.31,83.21,194.47,54.59,34.88,5.01,3.7,2.33,loam,hilly,1.62
31.87,1090.62,88.68,228.92,41.89,39.35,6.92,3.03,1.75,sandy,tropical,0.8
30.74,1823.33,69.81,314.81,103.31,23.99,6.51,4.26,1.13,sandy,tropical,2.74
35.38,259.25,32.78,282.07,87.11,15.06,5.52,2.56,1.18,silt,arid,1.52
33.44,2215.38,76.42,186.75,74.3,44.65,5.5,4.86,1.27,chalk,coastal,2.34
24.03,1451.7,74.09,200.41,78.52,29.89,5.92,2.44,0.83,chalk,coastal,1.68
35.85,248.3,34.88,242.66,41.03,19.7,6.46,5.74,1.83,sandy,arid,1.67
31.77,324.87,45.45,291.59,45.55,18.79,6.16,4.47,1.6,clay,arid,1.0
30.25,2303.12,85.3,287.04,49.58,25.6,7.27,3.68,1.29,silt,riverine,2.44
22.09,882.04,58.95,158.03,88.53,36.58,5.21,1.56,2.27,peat,inland,1.75
27.86,1853.53,60.12,213.1,54.09,35.03,6.29,2.94,1.21,sandy,coastal,1.78
23.55,2206.09,53.74,265.69,56.32,43.14,6.05,2.75,1.01,chalk,hilly,2.33
29.57,1355.16,68.87,285.45,52.02,13.77,6.65,2.96,1.53,peat,inland,2.02
32.16,1600.49,82.36,291.16,65.82,31.34,7.17,5.9,0.79,chalk,tropical,2.07
26.86,2004.27,87.33,194.39,84.41,45.56,5.56,4.4,0.87,silt,riverine,2.82
27.62,1029.79,73.87,210.78,27.1,26.39,6.05,2.88,0.37,clay,riverine,0.83
25.79,3031.13,84.9,244.25,44.47,46.12,6.68,1.81,0.27,peat,coastal,2.41
34.69,201.37,51.83,334.56,40.89,62.14,5.69,1.46,0.9,peat,arid,0.99
36.68,290.0,37.28,341.45,50.98,28.08,6.83,2.4,0.54,clay,arid,1.58
33.59,422.57,31.01,288.29,17.79,44.68,7.31,4.87,0.41,peat,arid,1.62
26.95,1735.05,65.53,179.61,66.12,17.31,5.43,0.98,0.53,clay,coastal,2.68
30.29,1842.47,85.68,219.45,69.01,28.18,7.4,5.75,0.81,chalk,riverine,2.34
18.7,1469.61,63.8,173.31,56.93,34.67,7.32,4.9,1.35,silt,hilly,1.69
34.1,339.2,23.72,292.28,71.34,56.16,5.35,5.99,1.93,peat,arid,1.89
26.62,2273.79,78.1,238.39,66.76,5.0,7.39,4.61,1.07,silt,riverine,1.37
28.49,2156.72,74.83,254.81,91.77,44.18,6.18,2.6,1.17,sandy,coastal,2.95
29.03,1939.58,80.47,285.66,49.0,30.97,7.79,1.47,1.79,chalk,tropical,2.15
34.27,743.37,68.91,262.29,43.82,39.41,6.2,3.1,0.9,silt,inland,0.97
25.83,2177.68,76.13,182.93,56.3,23.84,6.84,2.81,0.82,chalk,coastal,1.93
29.96,1917.37,73.8,222.6,23.96,29.58,5.34,5.44,1.09,peat,coastal,2.01
22.47,1486.72,67.21,176.73,78.7,25.23,7.36,3.36,2.13,clay,riverine,2.21
36.71,226.14,32.82,290.72,53.21,38.46,5.2,1.81,1.63,sandy,arid,1.84
25.13,1368.82,59.93,237.49,54.83,29.08,7.13,1.14,0.86,chalk,inland,1.29
32.35,760.81,57.21,245.65,65.55,42.42,8.04,3.82,1.31,chalk,inland,2.38
39.34,127.74,28.41,284.18,51.41,57.43,8.29,5.52,2.23,sandy,arid,1.68
22.95,1682.62,69.29,206.88,46.3,42.02,7.34,4.11,0.78,clay,hilly,2.29
34.86,1507.53,79.47,144.42,56.24,48.96,6.82,3.89,1.69,clay,coastal,2.15
36.82,219.02,23.15,303.71,87.43,36.68,7.18,4.09,2.51,clay,arid,1.94
24.03,2477.84,80.16,217.45,69.99,34.31,5.35,3.25,1.88,clay,riverine,2.79
22.05,1264.85,86.09,197.21,53.87,37.69,6.69,4.51,1.17,silt,hilly,2.37
27.24,188.72,38.36,262.23,95.52,23.67,6.76,2.85,0.67,loam,arid,2.1
25.02,2176.74,86.29,193.85,87.54,31.76,6.22,3.78,1.05,clay,tropical,2.74
24.37,2244.46,77.52,186.72,55.55,21.06,6.53,4.57,1.27,chalk,hilly,2.46
27.93,2326.18,82.74,187.33,56.81,6.55,7.33,4.56,1.44,sandy,riverine,1.8
21.1,1527.31,68.95,196.44,53.43,50.76,5.96,3.07,1.38,clay,hilly,2.03
22.54,1078.66,64.87,340.59,65.66,36.37,7.51,2.73,1.69,sandy,inland,1.28
23.29,938.82,77.41,218.39,50.98,23.29,7.06,3.37,1.07,peat,coastal,1.07
31.36,177.54,49.25,301.85,71.7,42.05,5.82,4.49,1.42,chalk,arid,1.82
28.02,1698.41,81.88,227.1,10.0,45.22,5.83,4.65,0.67,silt,riverine,1.1
25.56,1999.68,66.77,203.83,25.49,38.16,7.15,2.68,1.16,loam,riverine,1.76
27.15,349.31,44.09,331.23,54.82,50.8,6.76,3.26,1.83,silt,arid,1.4
26.92,1636.84,74.79,183.96,91.29,19.59,6.52,5.12,1.62,silt,coastal,1.78
26.98,1885.12,78.98,204.87,70.32,48.3,5.35,4.87,1.36,chalk,riverine,2.99
24.82,2143.38,75.63,251.24,66.7,36.49,7.24,4.8,0.93,loam,riverine,2.13
26.84,1703.43,88.04,188.89,61.42,18.49,6.16,2.84,1.25,chalk,coastal,1.7
29.67,2042.05,77.77,232.57,35.96,55.9,6.18,3.12,1.11,chalk,riverine,2.26
33.59,2042.19,82.18,211.96,34.32,42.88,6.99,3.02,2.09,loam,riverine,2.33
28.33,1465.09,75.74,195.33,50.51,42.2,6.28,2.31,1.9,silt,riverine,1.7
23.86,427.0,74.93,219.94,71.52,27.18,6.85,4.92,1.28,loam,inland,2.26
22.69,1730.1,76.75,178.21,57.08,31.84,7.29,3.81,0.51,clay,coastal,2.13
27.51,2059.46,82.83,201.55,56.97,32.42,8.5,3.55,0.85,loam,tropical,1.73
23.93,1105.56,57.2,268.41,62.62,31.32,7.27,4.61,0.56,clay,inland,1.64
20.84,1095.89,57.58,231.03,24.76,26.53,5.71,4.75,0.37,clay,hilly,0.87
34.79,2215.12,65.68,219.44,56.16,31.67,6.45,5.09,2.13,silt,coastal,2.45
23.64,1527.81,82.62,217.71,78.04,42.58,7.67,3.83,1.08,peat,hilly,1.71
30.99,706.41,71.98,202.98,91.27,44.82,5.52,2.75,0.98,silt,inland,2.58
28.9,1311.48,58.37,206.34,89.54,31.94,7.57,3.29,0.89,clay,riverine,2.0
29.74,2215.57,71.2,231.2,47.28,32.14,6.78,2.58,1.51,silt,tropical,2.3
27.95,2192.45,85.97,321.75,62.36,18.55,7.78,3.55,0.89,silt,tropical,2.83
28.06,1185.78,61.62,203.8,61.43,35.22,6.43,3.05,0.89,silt,coastal,1.61
28.97,1884.02,88.84,249.06,41.8,57.27,6.22,4.97,0.36,loam,tropical,1.47
27.06,1726.11,71.84,236.19,48.39,48.54,5.11,3.37,0.52,loam,riverine,1.7
24.13,155.32,24.95,246.91,36.11,29.11,7.01,3.56,1.13,chalk,arid,1.29
29.42,1767.53,62.55,207.57,38.82,22.28,4.57,3.13,0.55,loam,riverine,1.32
25.13,764.26,53.42,275.58,85.03,28.9,6.56,2.78,0.56,silt,inland,1.24
28.36,1306.34,81.06,226.69,92.88,48.21,6.69,3.86,0.83,silt,riverine,3.11
31.5,2307.71,66.15,264.47,42.14,32.83,6.8,1.82,1.18,loam,tropical,1.98
23.68,848.6,50.19,257.76,58.6,35.75,6.11,5.39,1.21,loam,inland,2.32
30.35,1484.47,67.06,230.19,82.77,37.37,5.49,2.67,1.13,peat,inland,3.0
31.08,1059.11,87.59,300.33,50.73,34.1,7.22,6.31,1.86,peat,riverine,1.66
27.7,2290.69,71.71,243.35,47.51,38.37,5.74,4.08,2.09,sandy,riverine,2.83
38.02,173.59,36.24,304.15,57.22,34.97,5.85,3.82,0.36,sandy,arid,1.48
23.09,1326.52,68.05,207.75,66.87,31.35,6.73,4.23,2.42,clay,riverine,2.67
30.22,2105.24,85.73,250.18,60.89,33.86,6.36,4.41,0.37,sandy,riverine,2.1
31.14,1512.92,69.24,195.9,74.91,36.34,7.38,4.24,0.51,sandy,coastal,1.31
23.12,1271.28,52.4,239.57,52.18,45.25,7.9,3.06,0.58,silt,inland,2.15
35.44,180.57,36.16,334.29,52.01,24.44,6.99,2.02,0.87,silt,arid,1.85
28.74,2366.63,85.85,210.83,51.29,64.16,7.36,1.83,1.89,sandy,tropical,2.27
10.17,1342.27,83.23,222.94,63.8,37.43,6.29,3.28,2.07,sandy,hilly,2.44
24.3,1279.22,79.83,213.68,81.9,19.38,6.16,2.81,0.24,loam,coastal,2.04
28.58,1827.48,77.87,183.42,51.95,21.29,7.12,3.55,1.15,loam,riverine,2.53
19.85,1890.22,66.85,208.73,118.26,46.43,7.07,1.72,1.89,loam,hilly,2.87
29.48,327.64,41.96,304.41,55.89,21.65,6.9,0.5,1.3,silt,arid,1.44
27.04,969.02,42.05,201.71,36.59,39.21,6.37,2.14,0.34,peat,inland,1.63
30.55,125.72,39.29,306.39,64.12,37.27,5.78,2.28,1.31,sandy,arid,1.58
26.11,2045.45,70.58,165.81,28.75,39.03,7.18,1.87,0.89,sandy,coastal,1.64
24.88,1605.9,77.88,207.64,59.21,39.72,5.71,4.0,2.21,silt,coastal,2.49
29.85,2296.8,75.08,189.16,56.21,19.74,4.58,1.56,1.36,peat,tropical,1.73
38.74,244.69,21.01,284.4,58.84,40.84,7.07,3.96,0.87,loam,arid,0.56
22.43,1509.16,70.82,222.56,60.91,31.99,8.5,1.48,2.19,sandy,coastal,2.33
42.07,81.53,35.18,318.07,53.03,44.46,5.91,0.5,0.1,chalk,arid,0.89
29.98,1738.92,84.86,248.33,65.31,28.27,6.23,1.96,0.79,sandy,tropical,1.95
24.08,1076.8,74.54,244.86,75.35,57.78,6.94,4.45,1.18,chalk,tropical,2.01
31.52,261.86,26.34,324.57,57.97,36.57,7.37,2.88,0.1,clay,arid,2.1
21.8,1553.72,74.19,220.67,30.77,42.61,5.89,2.54,0.47,clay,riverine,0.76
28.5,2470.23,85.7,172.39,71.26,47.48,6.61,3.58,1.08,peat,coastal,3.15
26.13,669.44,59.55,287.11,45.31,25.77,6.71,4.03,0.52,chalk,inland,0.99
29.19,2039.31,74.38,242.94,37.37,43.6,6.67,2.63,1.72,clay,riverine,2.02
28.47,751.97,48.19,219.68,51.32,35.67,6.13,6.25,0.1,chalk,inland,0.95
26.57,789.14,79.87,247.1,70.01,38.61,5.91,1.84,1.19,peat,riverine,1.89
27.14,1909.18,87.67,220.54,26.3,20.32,4.98,3.39,0.88,peat,tropical,1.78
25.37,1552.27,81.51,225.61,74.25,24.25,5.56,5.9,0.57,peat,coastal,2.21
26.61,1417.8,84.04,282.77,68.39,34.47,6.33,2.79,1.97,sandy,tropical,2.68
32.62,3017.42,72.05,281.88,10.0,32.21,5.39,5.11,1.85,loam,tropical,1.5
30.38,2749.17,83.06,241.79,42.44,25.85,8.13,5.24,1.06,loam,tropical,2.5
28.48,2402.28,91.01,280.16,62.72,27.4,6.37,2.48,1.54,peat,tropical,2.67
30.06,188.03,31.92,247.53,68.39,35.36,5.99,2.44,1.66,loam,arid,1.79
31.56,269.67,45.76,265.74,38.96,44.08,6.12,3.1,1.19,chalk,arid,0.8
33.04,2069.85,85.82,258.08,53.05,9.48,7.59,3.57,0.99,peat,coastal,1.86
27.99,1700.15,71.83,220.03,52.98,54.78,7.02,4.86,1.02,loam,riverine,2.82
30.33,2193.24,83.1,205.88,66.1,38.6,5.46,4.4,0.55,loam,coastal,2.24
29.49,1375.28,71.38,217.55,58.09,36.36,5.59,3.93,0.81,peat,hilly,1.63
28.8,1148.91,24.07,218.09,77.08,34.42,5.9,2.79,1.17,peat,inland,1.53
32.15,65.69,37.52,274.66,65.96,33.24,6.43,2.41,1.33,clay,arid,1.73
29.39,1667.57,73.61,214.69,52.03,63.96,7.61,3.1,1.49,chalk,coastal,2.63
24.47,1683.55,76.4,154.55,44.23,31.16,6.21,3.47,1.73,silt,riverine,1.19
33.75,1243.48,71.7,224.9,27.95,24.58,8.5,3.62,1.9,sandy,tropical,0.93
33.94,356.74,35.29,329.74,32.63,39.01,4.83,2.99,1.52,clay,arid,1.43
31.48,661.74,59.29,227.69,54.04,33.27,6.07,3.96,2.22,chalk,inland,1.8
32.26,160.46,30.21,323.6,107.74,24.62,5.35,3.77,1.0,peat,arid,2.06
22.82,1553.9,70.22,212.37,57.93,53.24,6.78,3.93,0.66,silt,riverine,2.36
32.75,1260.28,50.23,208.28,25.94,35.07,7.72,0.5,1.17,chalk,inland,1.02
19.68,1879.11,82.05,132.2,48.61,34.27,8.13,3.91,0.95,loam,hilly,2.19
31.54,2199.69,66.46,251.98,56.59,25.34,7.76,3.59,1.77,peat,coastal,2.28
29.16,1613.47,71.29,209.11,46.55,45.39,6.75,4.14,1.4,sandy,riverine,2.63
28.31,820.98,76.8,253.88,60.08,25.6,7.02,3.01,1.04,chalk,inland,1.3
20.26,1525.98,68.04,193.74,90.89,25.4,7.07,3.39,0.87,loam,hilly,2.52
27.85,1947.16,80.63,225.52,38.88,26.99,6.33,4.16,0.53,peat,riverine,2.21
28.13,2100.81,71.55,190.82,45.71,32.62,6.44,1.62,1.18,sandy,riverine,2.58
31.23,180.84,33.52,289.99,70.22,39.08,6.17,4.36,1.53,peat,arid,1.73
29.33,2132.12,88.61,244.81,39.99,69.01,7.37,1.98,1.24,peat,coastal,2.72
27.01,1319.99,62.99,269.78,73.21,37.07,7.49,1.94,0.91,sandy,inland,1.76
26.14,1433.16,87.05,223.17,11.55,50.58,7.43,4.69,1.64,chalk,riverine,1.24
27.09,1719.68,85.69,218.75,51.97,27.04,6.17,4.22,1.13,sandy,riverine,2.33
30.26,453.7,79.78,244.81,55.57,36.28,5.45,1.41,1.43,loam,inland,1.78
27.3,1789.18,80.62,207.81,65.85,13.64,7.73,3.72,1.63,peat,riverine,2.59
27.85,1479.53,86.52,199.19,43.43,55.5,7.09,4.24,1.25,silt,coastal,1.7
24.67,1805.53,89.36,211.44,87.11,37.43,6.57,5.91,1.3,chalk,riverine,2.34
27.07,368.66,36.15,298.16,58.63,5.0,6.63,2.8,1.53,chalk,arid,1.17
35.58,143.71,40.24,266.05,73.36,17.59,6.57,2.69,0.41,clay,arid,1.82
27.84,1911.92,87.22,232.24,77.84,23.91,5.12,1.38,1.02,loam,tropical,2.15
32.53,766.64,66.9,197.23,45.86,20.33,6.9,2.95,1.02,sandy,riverine,1.29
31.24,138.43,46.37,251.82,120.0,31.1,6.14,2.36,1.39,sandy,arid,2.24
23.87,2550.32,71.45,231.15,67.41,56.99,4.83,3.29,1.27,loam,coastal,2.45
22.76,1338.43,68.33,240.29,96.57,33.97,5.49,3.98,1.57,loam,hilly,1.91
31.87,2097.33,74.4,195.49,48.54,32.61,6.86,4.28,0.92,loam,coastal,1.46
30.73,879.35,54.46,233.41,44.87,51.43,6.8,3.67,0.59,peat,inland,1.19
33.51,1894.24,77.47,187.1,51.02,36.93,6.06,4.15,0.1,chalk,riverine,1.87
29.08,1610.87,84.41,244.97,94.14,13.01,7.07,5.2,1.42,clay,tropical,2.46
25.04,1958.08,74.54,267.6,51.28,23.19,5.94,2.13,1.55,clay,tropical,1.92
19.32,1594.9,48.04,217.76,80.04,35.07,5.34,4.41,0.81,peat,hilly,2.49
23.16,2254.63,73.72,214.42,51.64,48.99,4.5,3.94,0.47,sandy,riverine,2.91
22.11,687.63,55.6,164.26,74.62,34.06,5.96,3.68,1.05,loam,inland,1.67
34.97,66.62,30.4,340.16,46.54,39.69,6.19,3.13,0.74,loam,arid,1.39
34.39,344.48,33.57,289.05,76.5,63.82,6.74,4.76,1.18,silt,arid,1.96
26.47,240.12,50.27,270.56,63.12,21.14,6.52,3.99,2.22,peat,arid,1.45
26.07,2113.46,66.51,236.05,47.92,36.86,6.71,3.64,0.98,clay,coastal,2.31
31.92,207.67,28.45,316.93,38.71,18.01,6.23,3.99,1.02,loam,arid,0.93
30.86,1066.22,60.91,331.75,59.81,45.43,5.56,3.58,1.03,peat,inland,1.46
36.36,2542.75,75.11,123.84,58.34,44.47,7.31,4.78,1.19,sandy,tropical,3.27
28.49,2497.76,96.01,241.93,22.84,25.74,7.46,2.67,0.1,clay,coastal,0.5
33.32,493.47,39.35,288.39,50.38,31.49,7.33,2.69,0.84,sandy,arid,2.16
21.86,1134.61,54.53,208.98,53.46,62.7,7.36,1.86,0.44,chalk,inland,1.75
22.27,1509.09,69.0,217.71,78.02,36.44,6.03,4.96,1.32,clay,hilly,2.24
29.25,566.2,56.09,248.11,49.27,22.9,6.73,2.95,0.1,silt,inland,1.01
29.34,1592.59,74.72,248.51,60.76,48.13,7.01,1.26,1.34,peat,tropical,2.33
27.22,1179.07,65.77,189.69,86.45,50.88,7.04,2.13,1.02,silt,inland,2.32
25.55,1353.99,67.85,239.56,85.71,33.15,5.2,2.91,1.11,silt,inland,2.79
34.7,1160.93,73.71,277.56,57.72,39.4,6.06,2.86,1.35,silt,coastal,1.76
31.07,1492.57,77.01,212.57,39.55,36.06,5.05,5.92,0.98,sandy,tropical,1.33
34.56,161.73,38.54,363.33,25.37,38.07,5.8,1.24,1.86,sandy,arid,1.03
32.6,1648.83,73.67,233.77,93.13,43.18,8.5,2.31,0.82,clay,tropical,3.17
19.68,1638.13,68.18,180.97,64.88,31.16,7.2,2.71,1.29,peat,hilly,2.4
24.23,1547.63,83.97,224.34,30.76,54.52,6.74,2.39,0.99,loam,riverine,1.65
28.32,2425.73,90.73,215.58,63.59,31.34,6.68,4.62,2.35,peat,tropical,2.44
25.88,1207.7,71.95,158.72,78.33,30.65,7.11,2.91,0.37,peat,coastal,2.38
34.98,156.44,34.92,267.5,68.59,36.13,7.45,2.91,1.86,sandy,arid,2.14
27.59,2456.68,88.11,183.97,61.2,40.98,6.65,2.96,2.19,silt,tropical,2.56
25.7,1364.65,80.61,222.43,60.67,35.19,5.94,3.59,1.85,sandy,riverine,1.89
37.24,129.73,32.71,261.44,76.93,33.07,6.16,4.33,0.97,chalk,arid,1.96
27.48,1360.13,64.63,277.36,46.71,23.11,7.56,2.96,0.83,clay,coastal,2.12
29.01,840.92,62.5,268.72,38.58,41.08,7.13,6.15,2.71,chalk,inland,1.07
